,Source.Port,Destination.Port,Fwd.PSH.Flags,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,scale_Flow.Duration,scale_Total.Fwd.Packets,scale_Total.Backward.Packets,scale_Total.Length.of.Fwd.Packets,scale_Total.Length.of.Bwd.Packets,scale_Fwd.Packet.Length.Mean,scale_Fwd.Packet.Length.Std,scale_Bwd.Packet.Length.Mean,scale_Bwd.Packet.Length.Std,scale_Flow.Bytes.s,scale_Flow.Packets.s,scale_Flow.IAT.Mean,scale_Flow.IAT.Std,scale_Fwd.IAT.Total,scale_Fwd.IAT.Mean,scale_Fwd.IAT.Std,scale_Bwd.IAT.Total,scale_Bwd.IAT.Mean,scale_Bwd.IAT.Std,scale_Fwd.Header.Length,scale_Bwd.Header.Length,scale_Fwd.Packets.s,scale_Bwd.Packets.s,scale_Packet.Length.Variance,scale_SYN.Flag.Count,scale_PSH.Flag.Count,scale_ACK.Flag.Count,scale_URG.Flag.Count,scale_Down.Up.Ratio,scale_Average.Packet.Size,scale_Avg.Fwd.Segment.Size,scale_Avg.Bwd.Segment.Size,scale_Fwd.Avg.Packets.Bulk,scale_Subflow.Fwd.Packets,scale_Subflow.Fwd.Bytes,scale_Subflow.Bwd.Packets,scale_Subflow.Bwd.Bytes,scale_Init_Win_bytes_forward,scale_Init_Win_bytes_backward,scale_act_data_pkt_fwd,scale_min_seg_size_forward,scale_Active.Mean,scale_Active.Std,scale_Idle.Mean,scale_Idle.Std,ApplicationName
10,443,58300,0,0.0,31.0,6.2,13.863621460498695,0.3174167566014144,26.74346842213536,7.752862595419847,9.97910084091877,0.0,419.9666527719883,766.1234408758168,0.0,0.0,39.84733428255023,442.17579477900335,0.10508387801810105,0.23574845533285466,0.031958815911453595,0.03517113536194267,0.0,0.31145841638891103,0.4150900878763763,0.0,25.44467007560003,12.5968992248062,442.1768707482993,442.17579478363893,4.318176599799473,0.0,45.013850415512465,14.721425335950476,0.0,13000.0,201.2424097155641,419.9666527719883,0.0,0.0,0.0,237.10265763418448,0.0,0.0,0.0,0.9918212890625,27.11722987067167,0.0,0.0,0.0,64999.09276963022,0.0,YOUTUBE
11,443,60443,0,0.0,46.0,30.75,21.68524844220144,0.0021666672805557294,26.74346842213536,0.0,9.97910084091877,0.2488265622271958,419.9666527719883,766.1234408758168,1995.9946595460615,0.0,9699.612403100773,32499.999458330523,0.0005416694743201084,0.0011541953184186497,0.0021666993838273625,0.0023844837533520454,0.0,0.0,0.0,0.0,15.902918797250019,4.844961240310077,43333.33333333332,21666.665944443805,10.565153725575975,0.0,90.02770083102493,14.721425335950476,0.0,0.0,1064.637264301694,419.9666527719883,1995.9946595460615,0.0,0.0,338.7180823345493,0.0,881.5551537070525,0.0,167.6177978515625,27.11722987067167,0.0,0.0,0.0,0.0,0.0,YOUTUBE
12,40380,443,0,0.0,1424.0,224.25,421.78649554731714,3903.18664756955,147.0890763217445,85.28148854961832,485.11306346014794,20.960933231095296,3711.9633180491874,8881.911770268382,14011.737872719183,37121.523432338065,0.5645096787825196,0.20638603363440008,177.41741014387895,1069.0500837760642,3683.3439934943017,405.35729026605947,1589.0381815605451,3903.187665850044,472.89970082164206,1848.7971348756344,139.94568541580017,96.89922480620154,0.19844896177192994,0.21540644580538432,3996.9835207955,32500.0,540.1662049861495,107.9571191303035,0.0,13000.0,6076.222435282839,3711.9633180491874,14011.737872719183,0.0,0.0,2201.6675351745703,0.0,9873.417721518987,0.0,31.73828125,162.70337922403002,0.0,0.0,0.0,64999.092774641016,0.00011606164776827951,HTTP
13,40380,443,0,0.0,24.0,6.0,12.0,0.021666672805557296,26.74346842213536,0.0,7.725755489743564,0.0,325.13547311379745,593.1278251941808,0.0,0.0,431.8936877076412,4642.856136899547,0.010291720012082062,0.017312929776279747,0.0032500490757410437,0.003576725630028068,0.0,0.0,0.0,0.0,25.44467007560003,7.751937984496124,6190.476190476191,3095.2370634911604,3.2352623848653703,0.0,45.013850415512465,14.721425335950476,0.0,0.0,207.73410035155004,325.13547311379745,0.0,0.0,0.0,270.9744658676394,0.0,0.0,0.0,497.894287109375,27.11722987067167,0.0,0.0,0.0,0.0,0.0,YOUTUBE
14,40386,443,0,0.0,1424.0,197.77777777777783,404.2948593951367,919.157135427855,173.83254474387985,93.03435114503817,471.5929913530967,20.960933231095296,3053.355564818675,8407.638555445357,12933.911882510018,36072.52402749969,2.378472427556671,0.9948463308369241,36.76542556745584,114.21528665642222,810.3580280728905,74.31755287793725,191.81628892510312,919.0758700868986,102.0733597180697,235.01510152786776,165.3903554914002,104.65116279069767,0.9959296531866508,0.9948463355042418,3672.344835254023,32500.0,540.1662049861495,122.67854446625397,0.0,13000.0,5333.173537871526,3053.355564818675,12933.911882510018,0.0,0.0,1896.8212610734759,0.0,8756.781193490055,0.0,31.73828125,162.70337922403002,0.0,0.0,0.0,64999.093056543265,2.96558371483299e-05,HTTP_PROXY
15,40388,443,0,0.0,1978.0,305.4705882352941,575.0428372789999,335.6698451064561,120.34560789960912,46.51717557251908,440.3680629153831,20.69046957650052,4118.382659441434,9933.184945286672,23710.185008582874,55764.499523702594,6.333616040769914,1.6771480913134598,22.377088210129447,67.71863527521536,226.9883025233681,31.225485386200663,73.4124418513998,331.4832967288791,73.62964231525162,107.78457031953032,114.50101534020013,58.13953488372093,1.8880103275778601,1.467369167197981,7429.291737819137,32500.0,360.1108033240997,73.60712667975238,0.0,0.0,8427.837368168744,4118.382659441434,23710.185008582874,0.0,0.0,2879.103699843669,0.0,14046.112115732369,0.0,31.73828125,108.46891948268669,0.0,0.0,0.0,64999.09311404163,1.0900202884412335e-05,YOUTUBE
16,443,40388,0,0.0,24.0,12.0,13.85640646055102,0.020583339165279428,13.37173421106768,7.752862595419847,0.0,0.12982255420549346,0.0,0.0,520.6942590120161,1168.892188693371,453.48837209302326,4874.9989979114725,0.009750050537761954,0.017312929776279747,0.0,0.0,0.0,0.018958338388890238,0.025266353175083776,0.0,12.722335037800015,12.5968992248062,3250.0,6499.999024999145,4.313683179820494,0.0,45.013850415512465,9.814283557300318,0.0,26000.0,415.4682007031001,0.0,520.6942590120161,0.0,0.0,0.0,0.0,470.1627486437613,0.0,0.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
17,443,52170,0,0.0,39.0,26.0,22.516660498395403,0.004333334561111459,13.37173421106768,0.0,0.0,0.21096165058392685,0.0,0.0,1692.2563417890522,0.0,2947.6744186046512,12999.999133328842,0.004333355794560868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.951459398625009,4.844961240310077,13000.0,12999.999133332572,11.390819646713492,0.0,45.013850415512465,9.814283557300318,0.0,13000.0,1012.7037392138064,0.0,1692.2563417890522,0.0,0.0,0.0,0.0,1116.636528028933,0.0,150.7568359375,0.0,0.0,0.0,0.0,0.0,0.0,HTTP
18,56261,7680,0,0.0,75.0,12.5,30.618621784789728,2.0843339238946115,53.48693684427072,0.0,24.142985905448636,0.0,508.02417674030846,1310.6397103288575,0.0,0.0,14.723648444578679,84.41450248356946,0.5202735300844642,0.7391226568159261,1.5556901575880462,0.5706864449689228,0.8788689032395751,0.0,0.0,0.0,31.805837594500037,7.751937984496124,135.06493506493507,33.76515099472356,21.062906151467256,16250.0,45.013850415512465,19.628567114600635,0.0,0.0,389.50143815915635,508.02417674030846,0.0,0.0,0.0,508.0771235018239,0.0,0.0,0.0,63715.59143066406,27.11722987067167,0.0,0.0,0.0,64999.09352161619,1.197585587611019e-07,YOUTUBE
19,80,49191,0,0.0,404.0,80.8,180.674292581983,7.583877148765192,40.11520263320304,0.0,130.05021741068333,0.0,3648.742531610394,8152.161828956467,0.0,0.0,21.805958523837912,18.566366802689284,2.527249210686186,5.661065797436639,6.849478427124249,3.768974632642077,7.078578204925427,0.0,0.0,0.0,23.85437819587503,7.751937984496124,27.851174748268228,9.282641736537041,733.3980352891476,16250.0,45.013850415512465,19.628567114600635,0.0,0.0,2622.6430169383193,3648.742531610393,0.0,0.0,0.0,3421.0526315789475,0.0,0.0,0.0,64695.51086425781,27.11722987067167,0.0,0.0,0.0,64999.09352254499,0.0,HTTP_PROXY
