,Source.Port,Destination.Port,Fwd.PSH.Flags,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,scale_Flow.Duration,scale_Total.Fwd.Packets,scale_Total.Backward.Packets,scale_Total.Length.of.Fwd.Packets,scale_Total.Length.of.Bwd.Packets,scale_Fwd.Packet.Length.Mean,scale_Fwd.Packet.Length.Std,scale_Bwd.Packet.Length.Mean,scale_Bwd.Packet.Length.Std,scale_Flow.Bytes.s,scale_Flow.Packets.s,scale_Flow.IAT.Mean,scale_Flow.IAT.Std,scale_Fwd.IAT.Total,scale_Fwd.IAT.Mean,scale_Fwd.IAT.Std,scale_Bwd.IAT.Total,scale_Bwd.IAT.Mean,scale_Bwd.IAT.Std,scale_Fwd.Header.Length,scale_Bwd.Header.Length,scale_Fwd.Packets.s,scale_Bwd.Packets.s,scale_Packet.Length.Variance,scale_SYN.Flag.Count,scale_PSH.Flag.Count,scale_ACK.Flag.Count,scale_URG.Flag.Count,scale_Down.Up.Ratio,scale_Average.Packet.Size,scale_Avg.Fwd.Segment.Size,scale_Avg.Bwd.Segment.Size,scale_Fwd.Avg.Packets.Bulk,scale_Subflow.Fwd.Packets,scale_Subflow.Fwd.Bytes,scale_Subflow.Bwd.Packets,scale_Subflow.Bwd.Bytes,scale_Init_Win_bytes_forward,scale_Init_Win_bytes_backward,scale_act_data_pkt_fwd,scale_min_seg_size_forward,scale_Active.Mean,scale_Active.Std,scale_Idle.Mean,scale_Idle.Std,ApplicationName
216,443,40390,0,0.0,28.0,13.846153846153845,13.427869984018031,59862.31675265641,66.8586710553384,46.51717557251908,15.451510979487129,0.5842014939247205,260.1083784910379,459.43483782985726,669.4640473011634,998.8104960661119,0.0010668864733938018,0.005974525531442769,5442.054476921767,16462.411902453867,58718.18056119314,16155.050005971756,21654.179547440333,59754.20285112075,13272.706728144794,24555.353313226802,63.611675189000074,54.263565891472865,0.005881553635376086,0.007150840945512062,4.0509909348955295,0.0,270.08310249307476,58.885701343801905,0.0,13000.0,389.50143815915635,260.1083784910379,669.4640473011634,0.0,0.0,135.4872329338197,0.0,528.9330922242315,0.0,497.894287109375,54.23445974134334,0.0,0.0,0.0,64999.117719252456,0.002559171170508382,AMAZON
217,50128,1900,0,133.0,133.0,133.0,0.0,8182.588526733416,66.8586710553384,0.0,214.06780836164458,0.7194333212221096,3603.5848270112547,0.0,5771.028037383178,0.0,0.03992631789312753,0.02473367906667548,1636.5248576538454,23.975357970497473,6557.490226435752,1804.153015458966,24.662176480696875,0.0,0.0,0.0,15.902918797250019,1.937984496124031,0.04302836264171639,0.007522338390520448,0.0,0.0,0.0,0.0,0.0,0.0,4029.175988068606,3603.5848270112547,5771.028037383178,0.0,0.0,3725.898905680042,0.0,1292.9475587703434,0.0,0.0,135.58614935335837,0.0,0.0,0.0,64999.110430911045,0.0002274853229351543,HTTP_PROXY
218,137,137,0,50.0,50.0,50.0,0.0,59019.566597210534,66.8586710553384,0.0,80.47661968482879,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.0020810013876345628,0.0024959834977469134,11803.970292246015,990.1605208142208,47614.466978451375,13100.100985638283,1044.5141401356912,0.0,0.0,0.0,15.902918797250019,1.937984496124031,0.005965537311219081,0.00010977320087812823,0.0,0.0,0.0,0.0,0.0,0.0,1514.727815063386,1354.731137974156,2169.559412550067,0.0,0.0,1388.7441375716521,0.0,470.1627486437613,0.0,0.0,135.58614935335837,0.0,0.0,0.0,51999.29558958156,41109.06942127082,HTTP_PROXY
219,137,137,0,50.0,50.0,50.0,0.0,39628.964228206525,66.8586710553384,0.0,80.47661968482879,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.0030992432246278873,0.004247359486565181,7925.830815556393,25319.261272012765,39220.225600406564,10790.605222512824,27484.694942294675,0.0,0.0,0.0,15.902918797250019,1.937984496124031,0.008884497243933276,0.0006935651971508422,0.0,0.0,0.0,0.0,0.0,0.0,1514.727815063386,1354.731137974156,2169.559412550067,0.0,0.0,1388.7441375716521,0.0,470.1627486437613,0.0,0.0,135.58614935335837,0.0,0.0,0.0,64999.11867468291,0.0023628560679371594,HTTP_PROXY
220,5353,5353,0,28.0,28.0,28.0,0.0,39349.328190642984,40.11520263320304,0.0,27.040144214102472,0.1514596465730757,758.6494372655274,0.0,1214.9532710280375,0.0,0.001165273386253744,0.0024957150830760624,13116.506278890878,32815.72487674505,38805.410461697975,21352.955439675556,39025.34414521511,0.0,0.0,0.0,9.541751278350011,1.937984496124031,0.005368580958097605,0.0007061927346071815,0.0,0.0,0.0,0.0,0.0,0.0,908.8366890380314,758.6494372655274,1214.9532710280375,0.0,0.0,711.3079729025535,0.0,411.3924050632911,0.0,0.0,81.35168961201501,0.0,0.0,0.0,64999.11866396802,0.002831737078170277,HTTP_PROXY
221,137,137,0,50.0,50.0,50.0,0.0,811.9244383785908,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.07563489443083128,0.12900868164060117,405.9636667450059,0.6330761321526294,406.26588461485767,447.1014339303986,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.17345602456137305,0.08564467944490381,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.118195166,0.0,HTTP_PROXY
222,68,67,0,311.0,311.0,311.0,0.0,55927.70692951696,53.48693684427072,0.0,400.4516595517081,1.6822839315795193,8426.42767819925,0.0,13494.659546061417,0.0,0.011382836836472777,0.0020643265955788918,13981.994431671137,25548.172382526485,16840.83888000042,6177.861590139885,4871.151333525483,0.0,0.0,0.0,12.722335037800015,1.937984496124031,0.0050362647868123925,0.00017573193643672367,0.0,0.0,0.0,0.0,0.0,0.0,9690.79578139981,8426.42767819925,13494.659546061417,0.0,0.0,8400.208441896822,0.0,3643.76130198915,0.0,0.0,108.46891948268669,0.0,0.0,0.0,48749.34129365354,45961.33640246418,HTTP_PROXY
223,443,36802,0,0.0,35.0,19.4,17.78482499211055,831.7207356542084,13.37173421106768,15.505725190839692,0.0,0.357012024065107,0.0,0.0,954.6061415220295,1319.5056210741593,0.03248725219912949,0.16824416018411373,277.2408814763468,488.9219915928701,0.0,0.0,0.0,666.5204694054585,444.14603307982014,785.7748113579545,12.722335037800015,23.25581395348837,0.08466374815530718,0.2529079144178618,7.106343696756366,0.0,90.02770083102493,19.628567114600635,0.0,39000.0,629.693991690636,0.0,954.6061415220295,0.0,0.0,0.0,0.0,940.3254972875226,0.0,497.894287109375,0.0,0.0,0.0,0.0,64999.111892214416,3.458394507963986e-05,HTTP_PROXY
224,137,137,0,50.0,50.0,50.0,0.0,811.0133547871171,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.07571986173599843,0.12915482540792436,405.5081227171027,3.839430726719639,407.31510879147606,448.2561201879593,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.1736508829145564,0.08574210862311932,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.10229959687,0.0,HTTP_PROXY
225,138,138,0,201.0,201.0,201.0,0.0,31135.574863412876,13.37173421106768,0.0,64.70320222660234,1.0872638914710078,5446.019174656107,0.0,8721.628838451268,0.0,0.0052858676930906566,0.0011782761219182216,31135.727428520502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1805837594500037,1.937984496124031,0.002261615032864659,0.0011782807893074463,0.0,0.0,0.0,0.0,0.0,13000.0,7828.978906999042,5446.019174656107,8721.628838451268,0.0,0.0,3387.1808233454926,0.0,5877.034358047016,0.0,0.0,27.11722987067167,0.0,0.0,0.0,0.0023712864034600594,0.0,HTTP_PROXY
226,0,0,0,0.0,0.0,0.0,0.0,63754.330980393774,2032.5036000822874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08341094468182463,419.43736706614203,771.5130947621034,63403.23030544428,462.09380446882545,751.5386023311153,0.0,0.0,0.0,0.0,0.0,0.16788406402323355,2.116615836301062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64999.12202839884,0.0016019521835858954,HTTP_PROXY
227,0,0,0,0.0,0.0,0.0,0.0,64459.29355513317,1591.236371117054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06446192168751026,541.6763157421244,0.02160291361197834,63918.59058738454,596.1298801520863,0.02081847939889308,0.0,0.0,0.0,0.0,0.0,0.12999809809505225,9.086729351600112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64999.12224682558,0.0019957442938618366,HTTP_PROXY
228,80,47866,0,0.0,0.0,0.0,0.0,61014.44478742602,187.20427895494754,116.29293893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016228140354351772,2103.955635388434,3804.3379790967783,55469.00629032832,4695.725933013413,2679.6081582626402,61014.44485385196,5421.053543252488,3721.9239251285658,178.11269052920022,124.03100775193798,0.016157380413501458,0.0173822436419393,0.0,0.0,0.0,147.21425335950477,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.894287109375,0.0,0.0,0.0,0.0,64999.12270792742,0.0020013552695772774,HTTP_PROXY
229,137,137,0,50.0,50.0,50.0,0.0,812.158980111711,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.07561305201328011,0.128971112681787,406.0809381861962,0.339333423615083,406.24530097071136,447.07878133474173,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.17340593261712237,0.08561963347236104,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.11338276779,0.0,HTTP_PROXY
230,137,137,0,50.0,50.0,50.0,0.0,48869.87438813107,147.0890763217445,0.0,177.04856330662335,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.005026401277102469,0.007562071392066949,4442.7366380333915,13259.719482453773,48464.74373429705,5333.614570963918,13412.759150041235,0.0,0.0,0.0,34.98642135395004,1.937984496124031,0.015849918693796452,0.0003575674422002606,0.0,0.0,0.0,0.0,0.0,0.0,1406.5329711302866,1354.731137974156,2169.559412550067,0.0,0.0,1524.2313705054717,0.0,235.08137432188065,0.0,0.0,298.2895285773884,0.0,0.0,0.0,64999.10936304898,0.0019060822087129923,HTTP_PROXY
231,45114,80,0,0.0,148.0,26.11111111111111,54.0102870859905,244.870777713387,40.11520263320304,31.01145038167939,28.005863650320418,0.800572417600543,785.7440600250104,1755.5397998000315,1284.3791722296396,4558.846041722123,0.39289465387022715,1.1491784753829841,34.98078250753218,86.81074680137903,125.60952170377773,69.1175402560699,117.26413109701484,244.8718569658285,81.58703961580927,126.72325480385479,38.167005113400045,42.63565891472868,0.8626963463703711,1.4367439336331755,65.53902673785142,32500.0,90.02770083102493,34.34999245055111,0.0,13000.0,762.7736497283478,785.7440600250104,1284.3791722296396,0.0,0.0,338.7180823345493,0.0,1057.866184448463,0.0,228.118896484375,27.11722987067167,0.0,0.0,0.0,64999.12673990411,1.083164294813255e-05,SSL
232,45114,80,0,0.0,0.0,0.0,0.0,2.1005839284987795,13.37173421106768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.50407185864875,2.100594221413381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.722335037800015,7.751937984496124,33.50515463917525,33.50407186331373,0.0,0.0,0.0,9.814283557300318,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.894287109375,0.0,0.0,0.0,0.0,0.0,0.0,HTTP
233,138,138,0,176.0,201.0,184.33333333333331,14.433756729740644,4.4449179260600795,13.37173421106768,0.0,64.70320222660234,0.9520320641736186,5446.019174656107,0.0,7636.849132176236,0.0,34.715138945555104,15.837123552703149,4.4449397062708105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1805837594500037,1.937984496124031,15.83820662768031,15.837123557369397,4.680645811437167,0.0,0.0,0.0,0.0,13000.0,7179.809843400449,5446.019174656107,7636.849132176236,0.0,0.0,3387.1808233454926,0.0,5171.790235081374,0.0,0.0,27.11722987067167,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
234,137,137,0,50.0,50.0,50.0,0.0,809.538937702699,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.0758577704926655,0.12939202847334513,404.770910562553,4.568882167960225,406.92022782877353,447.8215480239109,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.1739671536631795,0.08590024400006645,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.12165262927,0.0,DNS
235,137,137,0,50.0,50.0,50.0,0.0,60511.2617698575,66.8586710553384,0.0,80.47661968482879,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.002029701520835594,0.0024077477253820825,12102.310788644254,1841.9830670186948,49114.71238215697,13512.861382613373,1954.8758151879363,0.0,0.0,0.0,15.902918797250019,1.937984496124031,0.0058184776930620356,8.036127675652019e-05,0.0,0.0,0.0,0.0,0.0,0.0,1514.727815063386,1354.731137974156,2169.559412550067,0.0,0.0,1388.7441375716521,0.0,470.1627486437613,0.0,0.0,135.58614935335837,0.0,0.0,0.0,51999.30003369972,41109.07293516967,HTTP_PROXY
236,68,67,0,548.0,548.0,548.0,0.0,32253.6120135234,53.48693684427072,0.0,705.6190013965788,2.9642816543587673,14847.85327219675,0.0,23778.371161548734,0.0,0.03477917932576231,0.0043747075328670355,8063.441701756154,10003.291259670039,30087.804909187464,11037.353638056235,9585.53849007511,0.0,0.0,0.0,12.722335037800015,1.937984496124031,0.008732874224862948,0.0010998843113519143,0.0,0.0,0.0,0.0,0.0,0.0,17075.743048897413,14847.85327219675,23778.371161548734,0.0,0.0,14835.852006253259,0.0,6405.967450271248,0.0,0.0,108.46891948268669,0.0,0.0,0.0,64999.119427928235,0.001060790314389279,HTTP_PROXY
237,443,40390,0,0.0,28.0,15.0,13.334848398770113,58657.93574474846,66.8586710553384,38.76431297709923,15.451510979487129,0.5842014939247205,260.1083784910379,459.43483782985726,781.0413885180241,966.2527869759165,0.001088792082005904,0.005519208017669372,5865.821342007289,18484.242780992266,58550.43361154754,16108.898024865159,24502.30755302416,58549.88252996867,15606.241222371726,28751.736650132698,63.611675189000074,46.51162790697674,0.006002315323878703,0.006119444227450023,3.995058854038298,0.0,270.08310249307476,53.97855956515175,0.0,13000.0,424.9106598099887,260.1083784910379,781.0413885180241,0.0,0.0,135.4872329338197,0.0,528.9330922242315,0.0,497.894287109375,54.23445974134334,0.0,0.0,0.0,64999.12434331023,0.0027258047789247386,DNS
238,68,67,0,311.0,311.0,311.0,0.0,53728.62413977684,53.48693684427072,0.0,400.4516595517081,1.6822839315795193,8426.42767819925,0.0,13494.659546061417,0.0,0.01184873002621217,0.0021931587981042014,13432.221040345725,23929.1963194239,16824.626551860933,6171.914290245067,4862.596580056752,0.0,0.0,0.0,12.722335037800015,1.937984496124031,0.005242396307417346,0.00022726481744684396,0.0,0.0,0.0,0.0,0.0,0.0,9690.79578139981,8426.42767819925,13494.659546061417,0.0,0.0,8400.208441896822,0.0,3643.76130198915,0.0,0.0,108.46891948268669,0.0,0.0,0.0,48749.34538627136,45961.3404177626,HTTP_PROXY
239,80,49261,0,0.0,404.0,80.8,180.674292581983,5.396626529044183,40.11520263320304,0.0,130.05021741068333,0.0,3648.742531610394,8152.161828956467,0.0,0.0,30.642131180060442,26.090236714574274,1.7981620982513205,3.657733679541559,4.565777276570209,2.512351694625549,4.714009216974403,0.0,0.0,0.0,23.85437819587503,7.751937984496124,39.13697942799799,13.044576692479266,733.3980352891476,16250.0,45.013850415512465,19.628567114600635,0.0,0.0,2622.6430169383193,3648.742531610393,0.0,0.0,0.0,3421.0526315789475,0.0,0.0,0.0,64695.51086425781,27.11722987067167,0.0,0.0,0.0,64999.12941085506,0.0,HTTP_PROXY
240,0,0,0,0.0,0.0,0.0,0.0,64667.86019756039,1617.9798395391895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06533942299542109,534.4466700086276,1323.719726886461,64320.06264961268,589.8762635131027,1290.3926413568026,0.0,0.0,0.0,0.0,0.0,0.1317566239553796,5.563455536982363e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64999.127433776164,0.0019637620768405448,HTTP_PROXY
241,0,0,0,0.0,0.0,0.0,0.0,64459.305471803214,1591.236371117054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06446190957007858,541.6764158826998,0.027603716785623518,63918.58083723731,596.129789218384,0.026914247834005253,0.0,0.0,0.0,0.0,0.0,0.12999807406214647,9.08652739440522e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64999.12719730279,0.0019957441314539036,SSL
242,445,49867,0,0.0,1.0,0.4,0.5477225575051661,49324.65568365244,40.11520263320304,0.0,0.0,0.005409273091895561,0.0,0.0,43.39118825100134,0.0,8.300095076925098e-06,0.001771893805409476,16441.631736346717,476.9673240424711,32518.054022615743,17893.292462792677,0.5659276487750083,0.0,0.0,0.0,38.167005113400045,4.844961240310077,0.004282849059693351,0.0003442820957739142,0.006740129968469522,0.0,0.0,19.628567114600635,0.0,0.0,12.983381271971878,0.0,43.39118825100134,0.0,0.0,0.0,0.0,0.0,0.0,253.90625,0.0,0.0,0.0,0.0,43332.73588813022,53071.56695234537,SSL
243,445,54625,0,0.0,1.0,0.2,0.4472135954999579,48764.70544166654,40.11520263320304,0.0,0.32190647873931516,0.0,9.031540919827707,20.178618388506106,0.0,0.0,8.39540253549552e-06,0.0018046795717041326,16254.980741094621,212.43617288598168,32510.275571827802,17889.01231445541,291.69816120840005,0.0,0.0,0.0,33.39612947422504,7.751937984496124,0.004332027708315688,0.00036067497892124166,0.004493419978979681,0.0,0.0,19.628567114600635,0.0,0.0,6.491690635985939,9.031540919827705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.90625,27.11722987067167,0.0,0.0,0.0,43332.7359624019,53071.56709481399,HTTP_PROXY
244,137,137,0,50.0,50.0,50.0,0.0,812.1324384375242,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.07561552315495448,0.1289753630455377,406.06766728407536,0.4622552250266693,406.2897183080798,447.1276632516855,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.17341159976869563,0.0856224670481949,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.11764648829,0.0,HTTP
245,137,137,0,50.0,50.0,50.0,0.0,815.2183143118557,26.74346842213536,0.0,32.19064787393152,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.07532929331388008,0.12848304771068447,407.6106127816762,0.6071067374882098,407.9006592999554,448.90052692230273,0.0,0.0,0.0,0.0,6.361167518900007,1.937984496124031,0.172755179333165,0.08529425682495942,0.0,0.0,0.0,0.0,0.0,0.0,1731.1175029295837,1354.731137974156,2169.559412550067,0.0,0.0,1117.7696717040126,0.0,940.3254972875226,0.0,0.0,54.23445974134334,0.0,0.0,0.0,64999.12357556924,0.0,YOUTUBE
246,56336,7680,0,0.0,75.0,12.5,30.618621784789728,2.337292328899493,53.48693684427072,0.0,24.142985905448636,0.0,508.02417674030846,1310.6397103288575,0.0,0.0,13.130888698547118,75.28267978745735,0.5835134412113369,0.7864964955810493,1.6001074949565073,0.5869804172834953,0.9170647702533546,0.0,0.0,0.0,31.805837594500037,7.751937984496124,120.45401899467225,30.112421916278993,21.062906151467256,16250.0,45.013850415512465,19.628567114600635,0.0,0.0,389.50143815915635,508.02417674030846,0.0,0.0,0.0,508.0771235018239,0.0,0.0,0.0,63715.59143066406,27.11722987067167,0.0,0.0,0.0,64999.130181613575,1.3890012654103683e-07,SSL
247,5353,5353,0,28.0,28.0,28.0,0.0,541.8899868688296,13.37173421106768,0.0,9.013381404700825,0.1514596465730757,758.6494372655274,0.0,1214.9532710280375,0.0,0.04230806585608441,0.12886286548940035,541.8926421435284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1805837594500037,1.937984496124031,0.1299462022722593,0.12886287015678038,0.0,0.0,0.0,0.0,0.0,13000.0,1090.6040268456377,758.6494372655274,1214.9532710280375,0.0,0.0,474.20531526836896,0.0,822.7848101265822,0.0,0.0,27.11722987067167,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
248,80,47866,0,0.0,0.0,0.0,0.0,62608.35032236592,173.83254474387985,108.54007633587787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01466270142695346,2318.8381088170363,4525.468327406977,57061.336959521424,5233.068322726096,3918.410524147399,62536.82542648678,5953.194711410371,4998.413049017624,165.3903554914002,116.27906976744185,0.014621322962218433,0.015787423264026892,0.0,0.0,0.0,137.39996980220445,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.894287109375,0.0,0.0,0.0,0.0,64999.12793972583,0.002076666807697562,HTTP_PROXY
249,49344,445,0,0.0,0.0,0.0,0.0,0.6537918519076913,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.28924192988254,0.3263558582778654,0.6896317027551432,0.003791723921697884,0.004172846568366079,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,215.05376344086025,107.52580017826513,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
250,49386,445,0,0.0,0.0,0.0,0.0,0.5833751652896301,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.72181123938023,0.2911473424470583,0.6146090070579311,0.003791723921697884,0.004172846568366079,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,240.96385542168673,120.48084638459598,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
251,49418,445,0,0.0,0.0,0.0,0.0,0.2973750842562739,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.90091892968445,0.14814660122654968,0.3099014429954074,0.003791723921697884,0.004172846568366079,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,471.869328493648,235.93358484479057,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
252,49419,445,0,0.0,103.0,45.50000000000001,49.13538149119954,13.06500370175105,80.23040526640608,0.0,117.17395826111071,0.0,1643.7404474086422,1667.3449636277455,0.0,0.0,11.405201851826854,18.861366191910022,2.1766085043096357,6.019103723640467,12.653524401551797,2.785077023915189,6.379089959374112,0.0,0.0,0.0,47.70875639175006,7.751937984496124,32.33562722825637,5.3881879602494065,54.24199831768329,16250.0,180.05540166204986,29.442850671900953,0.0,0.0,1350.2716522850753,1643.7404474086422,0.0,0.0,0.0,1761.3340281396563,0.0,0.0,0.0,8125.9918212890625,108.46891948268669,0.0,0.0,0.0,64999.130675126136,9.082438041138562e-08,HTTP_PROXY
253,49464,445,0,0.0,0.0,0.0,0.0,0.6424168486847738,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.14033353816993,0.32066832879750423,0.6775126519117474,0.003791723921697884,0.004172846568366079,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,218.85521885521885,109.42652791712324,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
254,49608,445,0,0.0,0.0,0.0,0.0,1.120166984047312,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.20181678183245,0.5595445669726721,1.1853585920159533,0.004333398767654725,0.004768967506704091,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,125.60386473429955,62.800850079568306,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,IP_ICMP
255,49641,445,0,0.0,0.0,0.0,0.0,0.2973750842562739,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.90091892968445,0.14814660122654968,0.3099014429954074,0.003791723921697884,0.004172846568366079,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,471.869328493648,235.93358484479057,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,IP_ICMP
256,49642,445,0,0.0,103.0,45.50000000000001,49.13538149119954,4.523459614980224,80.23040526640608,0.0,117.17395826111071,0.0,1643.7404474086422,1667.3449636277455,0.0,0.0,32.936223999732725,54.47036495308687,0.753010847550671,0.7860142008143493,3.9601847987904617,0.8716480360378402,0.8396040810796036,0.0,0.0,0.0,47.70875639175006,7.751937984496124,93.37962408715434,15.562187606299206,54.24199831768329,16250.0,180.05540166204986,29.442850671900953,0.0,0.0,1350.2716522850753,1643.7404474086422,0.0,0.0,0.0,1761.3340281396563,0.0,0.0,0.0,8125.9918212890625,108.46891948268669,0.0,0.0,0.0,64999.1309454598,1.3783200984848849e-07,HTTP_PROXY
257,49697,445,0,0.0,0.0,0.0,0.0,0.7691668845972839,26.74346842213536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.1297206343403,0.3840436572929569,0.8113993088483107,0.004333398767654725,0.004768967506704091,0.0,0.0,0.0,0.0,15.902918797250019,7.751937984496124,182.84106891701825,91.41945264790476,0.0,16250.0,0.0,9.814283557300318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8125.9918212890625,0.0,0.0,0.0,0.0,0.0,0.0,HTTP_PROXY
258,137,137,0,50.0,50.0,50.0,0.0,13850.544632654311,66.8586710553384,0.0,80.47661968482879,0.27046365459477806,1354.731137974156,0.0,2169.559412550067,0.0,0.008867506361069309,0.014168772246602162,2770.1216334637998,7968.69623419247,13448.798951864173,3700.149042615558,8649.606719251155,0.0,0.0,0.0,15.902918797250019,1.937984496124031,0.02542018490173202,0.004000702783829598,0.0,0.0,0.0,0.0,0.0,0.0,1514.727815063386,1354.731137974156,2169.559412550067,0.0,0.0,1388.7441375716521,0.0,470.1627486437613,0.0,0.0,135.58614935335837,0.0,0.0,0.0,64999.109832417365,0.0007621393293703391,DNS
