Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label
182.161.72.147-192.168.14.155-443-53274-6,192.168.14.155,53274,182.161.72.147,443,6,02/12/2019 09:36:59 AM,25,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,960000.0,80000.0,25.0,0.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,40000.0,40000.0,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,0,0,0,12,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
182.161.72.137-192.168.14.155-443-49678-6,192.168.14.155,49678,182.161.72.137,443,6,02/12/2019 09:37:00 AM,1179531,6,8,867.0,3064.0,616.0,0.0,144.5,242.17328506670592,1448.0,0.0,383.0,556.3737181838429,3332.680531499384,11.869124253622838,90733.15384615386,168500.83909279015,402149.0,9.0,423769.0,84753.8,177571.6848224964,402188.0,808.0,1179531.0,168504.42857142858,210274.78269465818,405851.0,9.0,0,0,0,0,192,272,5.0867675372669305,6.782356716355907,0.0,1448.0,262.06666666666666,441.48377525060175,194907.92380952384,1,2,0,7,13,0,0,0,1.0,280.7857142857143,144.5,383.0,0,0,0,0,8,4859,0,61,0,218,-1,67,3,0,0,0,0,0,1.5752614207624008E15,346827.08517777146,1.575261421235385E15,1.575261420055956E15,No Label
182.161.72.137-192.168.14.155-443-49678-6,192.168.14.155,49678,182.161.72.137,443,6,02/12/2019 09:37:01 AM,105,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,228571.42857142855,28571.42857142857,52.5,47.37615433949868,86.0,19.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,0,0,0,0,0,64,32,19047.619047619046,9523.809523809523,0.0,24.0,6.0,12.0,144.0,1,0,0,1,3,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,0,8,0,0,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-104.76.129.210-58594-443-6,192.168.14.155,58594,104.76.129.210,443,6,02/12/2019 09:37:00 AM,3824931,10,7,868.0,4174.0,517.0,0.0,86.8,165.46889603655293,1448.0,0.0,596.2857142857142,666.615009903446,1318.193713821243,4.444524620182691,239058.18749999997,438817.4509602246,1281444.0,23.0,3424160.0,380462.22222222225,540850.1400045529,1281481.0,23.0,3824224.0,637370.6666666666,524222.6936315011,1281472.0,38.0,0,0,0,0,332,240,2.6144262471662887,1.8300983730164022,0.0,1448.0,280.1111111111111,488.97201759091297,239093.63398692812,1,2,0,7,16,0,0,0,0.0,296.5882352941176,86.8,596.2857142857143,0,0,0,0,6,5263,0,51,0,245,-1,243,4,0,0,0,0,0,1.5752614222994235E15,1485956.9187456656,1.575261423840957E15,1.575261420016219E15,No Label
192.168.14.155-104.84.190.107-57528-443-6,192.168.14.155,57528,104.84.190.107,443,6,02/12/2019 09:36:58 AM,5735670,9,8,621.0,4577.0,517.0,0.0,69.0,170.0793932256345,1448.0,0.0,572.125,650.8213354787055,906.2585539265683,2.9639083141115163,358479.375,1115074.7374665595,4498911.0,21.0,5342147.0,667768.375,1559372.8126015405,4498911.0,22.0,1193358.0,170479.7142857143,211052.63761181655,399595.0,326.0,0,0,0,0,288,272,1.5691279310002144,1.3947803831113017,0.0,1448.0,288.7777777777778,506.24297300053286,256281.94771241824,1,2,0,6,16,0,0,0,0.0,305.7647058823529,69.0,572.125,0,0,0,0,7,6479,0,36,0,269,-1,235,3,0,0,0,0,0,1.5752614192076808E15,1360641.4282808506,1.575261423810419E15,1.575261418118171E15,No Label
182.161.72.146-192.168.14.155-443-60160-6,192.168.14.155,60160,182.161.72.146,443,6,02/12/2019 09:36:10 AM,53266128,4,2,63.0,78.0,39.0,0.0,15.75,19.189841062395487,39.0,39.0,39.0,0.0,2.647085592555179,0.112641940108731,1.06532256E7,2.3619558758010346E7,5.2904258E7,15.0,5.2905856E7,1.7635285333333336E7,3.0543826304544512E7,5.2904258E7,24.0,360257.0,360257.0,0.0,360257.0,360257.0,0,1,0,0,128,64,0.075094626739154,0.037547313369577,0.0,39.0,25.714285714285715,18.400310556385417,338.5714285714286,1,0,0,4,6,0,0,0,0.0,30.0,15.75,39.0,0,0,0,0,0,0,0,10,0,13,-1,69,2,0,0,0,0,0,1.5752613884643148E15,3.0648355772227332E7,1.575261423853371E15,1.575261370588871E15,No Label
192.168.14.155-87.248.100.136-33304-443-6,192.168.14.155,33304,87.248.100.136,443,6,02/12/2019 09:36:10 AM,53266400,4,3,63.0,100.0,39.0,0.0,15.75,19.189841062395487,39.0,30.0,33.333333333333336,4.932882862316248,3.0600904134689038,0.13141492573179342,8877733.333333334,2.167719218011914E7,5.3125973E7,16.0,5.3127651E7,1.7709217E7,3.0671810426676497E7,5.3125973E7,16.0,138557.0,69278.5,97927.92523330616,138524.0,33.0,0,1,0,0,128,96,0.07509424327531052,0.05632068245648289,0.0,39.0,25.25,16.47292150339893,271.3571428571429,1,0,0,5,7,0,0,0,0.0,28.857142857142858,15.75,33.333333333333336,0,0,0,0,0,0,0,9,0,14,-1,153,2,0,0,0,0,0,1.5752613839748605E15,2.6585819708982337E7,1.575261423853468E15,1.575261370588971E15,No Label
192.168.14.155-87.248.100.136-33304-443-6,87.248.100.136,443,192.168.14.155,33304,6,02/12/2019 09:37:03 AM,24,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,1000000.0,125000.0,12.0,11.313708498984761,20.0,4.0,0,0,0,0,0,20.0,20.0,0.0,20.0,20.0,0,1,0,0,32,52,41666.666666666664,83333.33333333333,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,2,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-104.76.129.210-58594-443-6,104.76.129.210,443,192.168.14.155,58594,6,02/12/2019 09:37:04 AM,26,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,1192307.6923076925,115384.61538461539,13.0,12.727922061357855,22.0,4.0,0,0,0,0,0,22.0,22.0,0.0,22.0,22.0,0,1,0,0,32,52,38461.53846153846,76923.07692307692,0.0,31.0,15.499999999999998,17.897858344878397,320.3333333333333,1,0,1,1,2,0,0,0,2.0,20.666666666666668,0.0,15.5,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-104.84.190.107-57528-443-6,104.84.190.107,443,192.168.14.155,57528,6,02/12/2019 09:37:04 AM,45,1,2,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,16.97056274847714,533333.3333333333,66666.66666666666,22.5,24.748737341529164,40.0,5.0,0,0,0,0,0,40.0,40.0,0.0,40.0,40.0,0,1,0,0,32,52,22222.222222222223,44444.444444444445,0.0,24.0,12.0,13.856406460551018,192.0,1,0,1,1,2,0,0,0,2.0,16.0,0.0,12.0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
185.235.86.255-192.168.14.155-443-41106-6,192.168.14.155,41106,185.235.86.255,443,6,02/12/2019 09:37:02 AM,2453849,9,7,898.0,3089.0,623.0,0.0,99.77777777777779,205.5995973839551,1448.0,0.0,441.2857142857142,581.7455670324482,1624.7943536868,6.5203686127386,163589.93333333332,359201.1105313064,1346004.0,8.0,2092256.0,261531.99999999997,467568.8715179523,1346057.0,20.0,2453357.0,408892.8333333333,493451.4449610688,1346033.0,8.0,0,0,0,0,288,240,3.6677073446654624,2.8526612680731374,0.0,1448.0,234.52941176470594,424.7352289437295,180400.01470588232,1,2,0,8,15,0,0,0,0.0,249.1875,99.77777777777777,441.2857142857143,0,0,0,0,7,5065,0,56,0,193,-1,67,4,0,0,0,0,0,1.575261423940032E15,956026.5288268336,1.575261424829822E15,1.575261422376097E15,No Label
185.235.86.189-192.168.14.155-443-47204-6,192.168.14.155,47204,185.235.86.189,443,6,02/12/2019 09:37:05 AM,1129433,9,6,915.0,3055.0,640.0,0.0,101.66666666666667,211.01421753047828,1448.0,0.0,509.1666666666667,607.9846763419837,3515.0380766278304,13.281000289525807,80673.78571428572,156692.65227394312,371852.0,25.0,760494.0,95061.75,169998.6108008365,371909.0,25.0,1129065.0,225813.0,205687.37157394958,384134.0,268.0,0,0,0,0,288,208,7.968600173715484,5.312400115810323,0.0,1448.0,248.12500000000003,437.25779962549933,191194.38333333333,1,2,0,7,14,0,0,0,0.0,264.6666666666667,101.66666666666667,509.1666666666667,0,0,0,0,8,5241,0,61,0,203,-1,66,4,0,0,0,0,0,1.5752614263707002E15,339438.5101479359,1.575261426781166E15,1.575261425651985E15,No Label
185.235.86.189-192.168.14.155-443-47204-6,185.235.86.189,443,192.168.14.155,47204,6,02/12/2019 09:37:06 AM,50,1,2,0.0,52.0,0.0,0.0,0.0,0.0,52.0,0.0,26.0,36.76955262170047,1040000.0,60000.0,25.0,21.213203435596427,40.0,10.0,0,0,0,0,0,40.0,40.0,0.0,40.0,40.0,0,1,0,0,32,52,20000.0,40000.0,0.0,52.0,26.000000000000004,30.02221399786054,901.3333333333334,1,0,1,1,2,0,0,0,2.0,34.666666666666664,0.0,26.0,0,0,0,0,0,0,0,0,0,17,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
172.217.19.164-192.168.14.155-443-51652-6,192.168.14.155,51652,172.217.19.164,443,6,02/12/2019 09:36:14 AM,53825375,4,2,63.0,78.0,39.0,0.0,15.75,19.189841062395487,39.0,39.0,39.0,0.0,2.619582306672271,0.11147158751796898,1.0765075E7,2.406183436881888E7,5.3808191E7,25.0,5.3808826E7,1.7936275333333336E7,3.106599025112334E7,5.3808191E7,25.0,16507.0,16507.0,0.0,16507.0,16507.0,0,1,0,0,128,64,0.074314391678646,0.037157195839323,0.0,39.0,25.714285714285715,18.400310556385417,338.5714285714286,1,0,0,4,6,0,0,0,0.0,30.0,15.75,39.0,0,0,0,0,0,0,0,10,0,13,-1,248,2,0,0,0,0,0,1.5752613925373468E15,3.1070739557088505E7,1.575261428414745E15,1.575261374590089E15,No Label
172.217.19.164-192.168.14.155-443-51652-6,172.217.19.164,443,192.168.14.155,51652,6,02/12/2019 09:37:08 AM,264,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7575.757575757575,264.0,0.0,264.0,264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3787.8787878787875,3787.8787878787875,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,248,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-74.125.98.41-44816-443-6,192.168.14.155,44816,74.125.98.41,443,6,02/12/2019 09:36:40 AM,31141797,272,343,1787.0,465145.0,1185.0,0.0,6.569852941176472,79.17206896864161,1396.0,0.0,1356.1078717201176,228.90423575893294,14993.739763957745,19.74837868219358,50719.53908794788,698678.2662200736,1.0226128E7,3.0,2.1323368E7,78684.0147601476,868853.4741588543,1.0239995E7,267.0,3.1141797E7,91057.88596491228,935665.5461552683,1.0239602E7,8.0,0,0,0,0,14168,10992,8.734242278953909,11.014136403239672,0.0,1396.0,758.006493506493,694.3202325466395,482080.58532361954,1,2,0,12,614,0,0,0,1.0,759.2390243902439,6.569852941176471,1356.1078717201167,0,0,0,0,339,444464,0,2,0,756,-1,272,3,0,0,0,0,0,1.5726916437341978E15,6.362420835305759E13,1.575261422045016E15,9763942.0,No Label
192.168.14.155-74.125.98.41-44816-443-6,192.168.14.155,44816,74.125.98.41,443,6,02/12/2019 09:37:11 AM,27,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,1148148.148148148,74074.07407407407,27.0,0.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,37037.03703703704,37037.03703703704,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,1,0,0,1,2,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,0,0,0,15,-1,6790,0,0,0,0,0,0,0,0,0,0,No Label
182.161.72.146-192.168.14.155-443-60394-6,192.168.14.155,60394,182.161.72.146,443,6,02/12/2019 09:37:28 AM,1065701,8,5,917.0,2808.0,642.0,0.0,114.62499999999997,222.54818900312677,1448.0,0.0,561.6,666.9132627261209,3495.3518857540716,12.198543493906827,88808.41666666666,156657.92697957507,350337.0,23.0,717809.0,102544.14285714284,168505.78925804354,350392.0,28.0,1065210.0,266302.5,177018.99770081174,362845.0,936.0,0,0,0,0,256,176,7.506795996250355,4.691747497656472,0.0,1448.0,266.07142857142856,465.4819610295935,216673.45604395602,1,2,0,6,12,0,0,0,0.0,286.53846153846155,114.625,561.6,0,0,0,0,7,5212,0,70,0,216,-1,66,4,0,0,0,0,0,1.5752614495552755E15,292191.8385115932,1.575261450019053E15,1.575261448954595E15,No Label
182.161.72.146-192.168.14.155-443-60394-6,182.161.72.146,443,192.168.14.155,60394,6,02/12/2019 09:37:30 AM,66,2,3,52.0,271.0,52.0,0.0,26.0,36.76955262170047,271.0,0.0,90.33333333333334,156.46192295038858,4893939.393939394,75757.57575757575,16.5,15.609825965290794,39.0,3.0,16.0,16.0,0.0,16.0,16.0,63.0,31.5,10.606601717798213,39.0,24.0,0,1,0,0,64,72,30303.0303030303,45454.54545454545,0.0,271.0,99.0,134.7442021016118,18156.0,1,0,2,2,3,0,0,0,1.0,118.8,26.0,90.33333333333333,0,0,0,0,0,0,0,10,0,54,-1,0,1,0,0,0,0,0,1.5752614500205555E15,28.991378028648448,1.575261450020576E15,1.575261450020535E15,No Label
192.168.14.155-35.224.99.156-60602-80-6,192.168.14.155,60602,35.224.99.156,80,6,02/12/2019 09:37:36 AM,449921,3,5,87.0,148.0,87.0,0.0,29.0,50.22947341949744,148.0,0.0,29.6,66.18761213399378,522.3139173321539,17.780899313435025,64274.428571428565,108728.29449880583,223715.0,19.0,226131.0,113065.5,159665.41829870362,225966.0,165.0,449921.0,112480.25,128245.71477018898,223715.0,50.0,0,0,0,0,96,176,6.667837242538134,11.113062070896891,0.0,148.0,26.11111111111111,54.01028708599049,2917.1111111111113,1,2,0,2,7,0,0,0,1.0,29.375,29.0,29.6,0,0,0,0,0,0,0,10,0,18,-1,229,1,0,0,0,0,0,1.5752614570552968E15,186769.21070320986,1.57526145723347E15,1.575261456786415E15,No Label
192.168.14.155-52.22.118.231-45416-443-6,192.168.14.155,45416,52.22.118.231,443,6,02/12/2019 09:36:38 AM,60659181,14,12,1331.0,716.0,732.0,0.0,95.07142857142857,228.73143952804438,540.0,0.0,59.666666666666664,156.92055507823252,33.74592215480127,0.4286243165729521,2426367.24,4255536.259038506,1.0082738E7,12.0,6.0461839E7,4650910.692307691,5164222.9670621045,1.0283919E7,30.0,6.0658801E7,5514436.454545455,5177784.677912656,1.0280353E7,19.0,0,0,0,0,448,400,0.23079770892389728,0.19782660764905483,0.0,732.0,75.81481481481482,192.6603302421203,37118.00284900285,1,2,0,7,25,0,0,0,0.0,78.73076923076923,95.07142857142857,59.666666666666664,0,0,0,0,5,4764,0,51,0,27,-1,115,4,0,0,0,0,0,1.5752614173819498E15,2.2195375108709075E7,1.575261459000289E15,1.575261398341248E15,No Label
192.168.14.155-104.76.129.210-58586-443-6,192.168.14.155,58586,104.76.129.210,443,6,02/12/2019 09:36:59 AM,43111134,25,23,1291.0,18936.0,517.0,0.0,51.640000000000015,115.6726271278848,1448.0,0.0,823.304347826087,638.6927298490685,469.18274058854496,1.1134014707198376,917258.170212766,5826627.608806283,3.9994897E7,8.0,4.2706847E7,1779451.9583333335,8142985.1654174235,3.9994954E7,23.0,4.3110546E7,1959570.2727272727,8498786.42135152,3.9995102E7,27.0,0,0,0,0,872,752,0.5798965993332488,0.5335048713865889,0.0,1448.0,412.795918367347,588.1234982124587,345889.2491496599,1,2,0,16,47,0,0,0,0.0,421.3958333333333,51.64,823.304347826087,0,0,0,0,23,7426,0,26,0,394,-1,252,8,0,0,0,0,0,1.5752614230292732E15,8718841.38671441,1.575261462876251E15,1.575261419765467E15,No Label
140.82.113.5-192.168.14.155-443-49056-6,192.168.14.155,49056,140.82.113.5,443,6,02/12/2019 09:36:40 AM,64417698,17,18,2079.0,5438.0,767.0,0.0,122.2941176470588,266.90184635598774,1424.0,0.0,302.1111111111111,511.7044055827646,116.69153405637066,0.5433289466506549,1894638.1764705882,3740652.722606719,1.0234755E7,7.0,6.415298E7,4009561.25,4844134.813638813,1.0496015E7,393.0,6.4417698E7,3789276.3529411764,4790324.193758144,1.0500858E7,62.0,0,0,0,0,556,592,0.2639026312303181,0.2794263154203368,0.0,1424.0,208.80555555555554,411.2221380536277,169103.64682539686,1,2,0,10,34,0,0,0,1.0,214.77142857142857,122.29411764705883,302.1111111111111,0,0,0,0,6,6249,0,59,0,155,-1,32,4,0,0,0,0,0,1.5752614152639792E15,1.99065345466683E7,1.575261464678222E15,1.575261400521857E15,No Label
140.82.113.5-192.168.14.155-443-49056-6,192.168.14.155,49056,140.82.113.5,443,6,02/12/2019 09:37:44 AM,22,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,1090909.0909090908,90909.09090909091,22.0,0.0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,32,45454.545454545456,45454.545454545456,0.0,24.0,16.0,13.856406460551018,192.0,1,0,0,1,2,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,0,0,0,12,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.155-52.22.118.231-45412-443-6,192.168.14.155,45412,52.22.118.231,443,6,02/12/2019 09:36:38 AM,66912925,16,13,2109.0,1256.0,758.0,0.0,131.81250000000003,274.8243605771997,540.0,0.0,96.61538461538461,200.79779981428186,50.289237841567974,0.43339907798082355,2389747.3214285714,4129493.014841079,1.0187692E7,26.0,6.6717377E7,4447825.133333333,4954302.841287905,1.0240009E7,29.0,6.691255E7,5576045.833333334,4959828.737712089,1.0383264E7,265.0,0,0,0,0,512,432,0.23911673267907507,0.1942823453017485,0.0,758.0,112.16666666666667,237.70919401558749,56505.66091954022,1,2,0,9,28,0,0,0,0.0,116.03448275862068,131.8125,96.61538461538461,0,0,0,0,5,5018,0,72,0,43,-1,121,5,0,0,0,0,0,1.5752614185302265E15,2.3875087703451034E7,1.575261464997498E15,1.575261398084724E15,No Label
136.153.35.0-0.0.42.123-0-0-0,136.153.35.0,0,0.0.42.123,0,0,02/12/2019 09:35:46 AM,119000461,119,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0083994548558934,1000003.8739495801,80.25684981821192,1000243.0,999746.0,1.18000446E8,1000003.7796610169,80.5924786625808,1000243.0,999746.0,0,0,0,0,0,0,0,0,0,0,0,0.9999961260654275,0.008403328790465778,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1.5752614063758212E15,3.420783208158537E7,1.575261464876083E15,1.575261347875572E15,No Label
192.168.14.155-209.85.229.247-41100-443-6,209.85.229.247,443,192.168.14.155,41100,6,02/12/2019 09:35:46 AM,111716190,14707,9848,2.0401473E7,17604.0,1768.0,0.0,1387.194737199983,98.94920726805171,1396.0,0.0,1.78757108042242,47.40996566106074,182776.34602468988,219.7980435960088,4549.81632320602,164383.57481599113,1.0175548E7,1.0,1.11715156E8,7596.569835441366,218793.93424555825,1.0414321E7,3.0,1.1171619E8,11345.200568701155,260273.0306361628,1.0175548E7,10.0,0,0,0,0,470624,542404,131.64609355188358,88.15195004412521,0.0,1768.0,831.5879214855835,683.9789310629069,467827.1781379567,0,0,0,184,24555,0,0,0,0.0,831.621787823254,1387.194737199973,1.7875710804224207,0,0,0,0,1337,703067,0,830,0,0,-1,24455,14702,0,0,0,0,0,1.5752613982821892E15,3.777332237495788E7,1.575261457839129E15,1.575261346123057E15,No Label
172.217.169.238-192.168.14.155-443-53066-6,192.168.14.155,53066,172.217.169.238,443,6,02/12/2019 09:35:46 AM,119413809,125,175,14536.0,23396.0,675.0,0.0,116.28799999999998,197.49188697097117,1418.0,0.0,133.69142857142856,362.26028409398594,317.6517047538447,2.512272261577386,399377.28762541816,2134113.503920772,1.9012356E7,3.0,1.19266838E8,961829.3387096775,3245279.8286108226,1.9026005E7,6.0,1.19413809E8,686286.2586206896,2771477.2432278004,1.9027083E7,6.0,0,1,0,0,4012,5600,1.0467801089905775,1.4654921525868085,0.0,1418.0,127.72093023255817,304.63684696230007,92803.60852713183,0,0,0,165,300,0,0,0,1.0,128.14666666666668,116.288,133.69142857142856,0,0,0,0,13,6439,0,48,0,77,-1,1050,71,0,0,0,0,0,1.5752614081852982E15,2.4079048071055375E7,1.575261465929726E15,1.575261346536161E15,No Label
192.168.14.155-52.22.118.231-45406-443-6,192.168.14.155,45406,52.22.118.231,443,6,02/12/2019 09:36:36 AM,72425668,21,16,4347.0,2876.0,794.0,0.0,207.0,330.3855323708955,540.0,0.0,179.75000000000003,253.38047806937823,99.72983611279912,0.5108686053126911,2011824.1111111112,3916138.21747036,1.0039764E7,14.0,7.2221504E7,3611075.1999999997,4822299.6403306825,1.0244035E7,26.0,7.2425297E7,4828353.133333334,5061565.950422668,1.0244698E7,25.0,0,0,0,0,672,528,0.2899524516639598,0.22091615364873127,0.0,794.0,190.0789473684211,293.6244504859675,86215.31792318638,1,2,0,15,36,0,0,0,0.0,195.21621621621622,207.0,179.75,0,0,0,0,11,3027,0,117,0,77,-1,139,8,0,0,0,0,0,1.5752614150362865E15,2.4426298747750465E7,1.575261469005805E15,1.575261396580287E15,No Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,02/12/2019 09:35:47 AM,118748324,147,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2463333798294283,807811.7278911563,1268173.9315532448,8905403.0,312.0,1.17983132E8,808103.6438356162,1272534.475477467,8905403.0,312.0,0,0,0,0,0,0,0,0,0,0,0,1.2379122083440943,0.008421171485333974,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1.575261419891232E15,3.0416743921854436E7,1.575261465627891E15,1.575261348341754E15,No Label
192.168.14.155-116.202.114.39-44448-80-6,116.202.114.39,80,192.168.14.155,44448,6,02/12/2019 09:35:46 AM,112635491,14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26634588914785307,3883982.448275862,4626828.19522704,1.0243222E7,7.0,1.0369476E8,7976519.999999999,3361619.1650149287,1.0243263E7,1292705.0,1.12635491E8,7509032.733333333,3732024.384073388,1.0243264E7,7.0,0,0,0,0,448,512,0.12429474826899808,0.14205114087885495,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,501,0,0,0,0,0,0,1.5752614022441485E15,3.431255344336443E7,1.575261459071975E15,1.575261346570718E15,No Label
192.168.14.155-52.22.118.231-45406-443-6,192.168.14.155,45406,52.22.118.231,443,6,02/12/2019 09:37:49 AM,229963,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.04557689715302,114981.5,126166.94164677212,204195.0,25768.0,0,0,0,0,0,229963.0,114981.5,126166.94164677212,204195.0,25768.0,0,0,0,0,0,108,0.0,13.04557689715302,0.0,0.0,0.0,0.0,0.0,2,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,-1,139,0,0,0,0,0,0,0,0,0,0,No Label
192.168.14.174-192.168.14.255-137-137-17,192.168.14.174,137,192.168.14.255,137,17,02/12/2019 09:35:46 AM,34012506,46,1,2300.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,69.09223330971261,1.381844666194252,739402.304347826,114036.8341687836,1003305.0,339911.0,3.3262434E7,739165.2,115313.95951421259,1003305.0,339911.0,0,0,0,0,0,0,0,0,0,368,8,1.3524437158496936,0.029400950344558557,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,51.06382978723404,50.0,50.0,0,0,0,0,23,71,0,48,0,1,-1,-1,46,0,0,0,0,0,1.5752613629748802E15,9638053.57524988,1.575261379452292E15,1.575261346960518E15,No Label
192.168.14.189-192.168.14.115-445-65471-6,192.168.14.115,65471,192.168.14.189,445,6,02/12/2019 09:35:56 AM,261,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,3831.417624521073,7662.835249042146,261.0,0.0,261.0,261.0,0,0,0,0,0,261.0,261.0,0.0,261.0,261.0,0,0,0,0,0,52,0.0,7662.835249042146,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,1,0,-1,251,0,0,0,0,0,0,0,0,0,0,No Label
